fname,talhao,classe,bounds_minx,bounds_miny,bounds_maxx,bounds_maxy,cobertura_valida,cobertura_pos_mascara,frac_mascara_total,n_instancias,n_pixels_cafe
train_000193,talhao_7_2,adulto,709939.22638,7698328.24374,710014.95118,7698403.96854,0.6495475769042969,0.6495475769042969,0.0,33,446382
train_000194,talhao_7_2,adulto,709954.38613,7698328.24374,710030.1109300001,7698403.96854,0.5195140838623047,0.5195140838623047,0.0,32,349962
train_000195,talhao_7_2,adulto,709969.54588,7698328.24374,710045.2706800001,7698403.96854,0.36077213287353516,0.36077213287353516,0.0,32,230661
train_000196,multiplos_mosaico,misto,709984.70563,7698328.24374,710060.4304300001,7698403.96854,0.26700687408447266,0.26700687408447266,0.0,52,145791
train_000197,talhao_17_0,jovem,709999.86538,7698328.24374,710075.59018,7698403.96854,0.34281444549560547,0.34281444549560547,0.0,82,140693
train_000198,talhao_17_0,jovem,710015.0251300001,7698328.24374,710090.74993,7698403.96854,0.5116500854492188,0.5116500854492188,0.0,133,181600
train_000199,talhao_17_0,jovem,710030.1848800001,7698328.24374,710105.90968,7698403.96854,0.7030277252197266,0.7030277252197266,0.0,194,229974
train_000200,talhao_17_0,jovem,710045.3446300001,7698328.24374,710121.06943,7698403.96854,0.8130168914794922,0.8130168914794922,0.0,253,240878
train_000201,talhao_17_0,jovem,710060.50438,7698328.24374,710136.22918,7698403.96854,0.8191156387329102,0.8191156387329102,0.0,280,234886
train_000202,talhao_17_2,jovem,710075.66413,7698328.24374,710151.38893,7698403.96854,0.627385139465332,0.627385139465332,0.0,238,164539
train_000203,talhao_17_2,jovem,710090.82388,7698328.24374,710166.54868,7698403.96854,0.4325704574584961,0.4325704574584961,0.0,184,105891
train_000204,talhao_17_2,jovem,710105.98363,7698328.24374,710181.70843,7698403.96854,0.24124526977539062,0.24124526977539062,0.0,119,57585
train_000205,talhao_20,jovem,709696.67038,7698313.08399,709772.39518,7698388.80879,0.4712648391723633,0.4712648391723633,0.23056697845458984,48,237408
train_000206,talhao_20,jovem,709711.83013,7698313.08399,709787.55493,7698388.80879,0.563145637512207,0.563145637512207,0.2098407745361328,52,292674
train_000207,talhao_20,jovem,709726.98988,7698313.08399,709802.71468,7698388.80879,0.6230154037475586,0.6230154037475586,0.1524505615234375,59,337520
train_000208,talhao_20,jovem,709742.14963,7698313.08399,709817.87443,7698388.80879,0.6416521072387695,0.6416521072387695,0.09659957885742188,55,381403
train_000209,talhao_20,jovem,709757.30938,7698313.08399,709833.0341800001,7698388.80879,0.672184944152832,0.672184944152832,0.0455474853515625,47,441904
train_000210,talhao_18,adulto,709772.46913,7698313.08399,709848.1939300001,7698388.80879,0.6596670150756836,0.6596670150756836,9.632110595703125e-05,40,451251
train_000211,talhao_18,adulto,709787.62888,7698313.08399,709863.3536800001,7698388.80879,0.5532989501953125,0.5532989501953125,0.0,32,391279
train_000212,talhao_18,adulto,709802.7886300001,7698313.08399,709878.51343,7698388.80879,0.3914146423339844,0.3914146423339844,0.0,16,289097
train_000213,talhao_18,adulto,709817.9483800001,7698313.08399,709893.67318,7698388.80879,0.2738018035888672,0.2738018035888672,0.0,7,198533
train_000214,talhao_7_2,adulto,709893.74713,7698313.08399,709969.47193,7698388.80879,0.2807121276855469,0.2807121276855469,0.0,11,208896
train_000215,talhao_7_2,adulto,709908.90688,7698313.08399,709984.63168,7698388.80879,0.4712047576904297,0.4712047576904297,0.0,16,354761
train_000216,talhao_7_2,adulto,709924.06663,7698313.08399,709999.79143,7698388.80879,0.5732250213623047,0.5732250213623047,0.0,18,433056
train_000217,talhao_7_2,adulto,709939.22638,7698313.08399,710014.95118,7698388.80879,0.5353641510009766,0.5353641510009766,0.0,16,405955
train_000218,talhao_7_2,adulto,709954.38613,7698313.08399,710030.1109300001,7698388.80879,0.44540882110595703,0.44540882110595703,0.0,13,341774
train_000219,talhao_7_2,adulto,709969.54588,7698313.08399,710045.2706800001,7698388.80879,0.30181312561035156,0.30181312561035156,0.0001850128173828125,12,230670
train_000220,talhao_7_4,adulto,709984.70563,7698313.08399,710060.4304300001,7698388.80879,0.18526172637939453,0.18526172637939453,0.0035390853881835938,35,117733
train_000221,talhao_17_0,jovem,709999.86538,7698313.08399,710075.59018,7698388.80879,0.2757692337036133,0.2757692337036133,0.0035390853881835938,63,114160
train_000222,talhao_17_0,jovem,710015.0251300001,7698313.08399,710090.74993,7698388.80879,0.4647407531738281,0.4647407531738281,0.0035390853881835938,114,169181
train_000223,talhao_17_0,jovem,710030.1848800001,7698313.08399,710105.90968,7698388.80879,0.6580228805541992,0.6580228805541992,0.0035390853881835938,179,212596
train_000224,talhao_17_0,jovem,710045.3446300001,7698313.08399,710121.06943,7698388.80879,0.8257255554199219,0.8257255554199219,0.003330230712890625,254,239400
train_000225,talhao_17_0,jovem,710060.50438,7698313.08399,710136.22918,7698388.80879,0.8960037231445312,0.8960037231445312,0.0,299,255996
train_000226,talhao_17_2,jovem,710075.66413,7698313.08399,710151.38893,7698388.80879,0.7180070877075195,0.7180070877075195,0.0,265,190928
train_000227,talhao_17_2,jovem,710090.82388,7698313.08399,710166.54868,7698388.80879,0.5231924057006836,0.5231924057006836,0.0,211,130822
train_000228,talhao_17_2,jovem,710105.98363,7698313.08399,710181.70843,7698388.80879,0.3299074172973633,0.3299074172973633,0.0,142,87497
train_000229,multiplos_mosaico,misto,710121.14338,7698313.08399,710196.86818,7698388.80879,0.1623382568359375,0.1623382568359375,0.0,64,60710
train_000230,multiplos_mosaico,misto,709696.67038,7698297.924240001,709772.39518,7698373.6490400005,0.28740406036376953,0.28740406036376953,0.4042243957519531,38,141304
train_000231,multiplos_mosaico,misto,709711.83013,7698297.924240001,709787.55493,7698373.6490400005,0.39394474029541016,0.39394474029541016,0.374908447265625,44,210390
train_000232,multiplos_mosaico,misto,709726.98988,7698297.924240001,709802.71468,7698373.6490400005,0.4941558837890625,0.4941558837890625,0.27744007110595703,48,291029
train_000233,talhao_18,adulto,709742.14963,7698297.924240001,709817.87443,7698373.6490400005,0.5867738723754883,0.5867738723754883,0.18151092529296875,43,388947
train_000234,talhao_18,adulto,709757.30938,7698297.924240001,709833.0341800001,7698373.6490400005,0.6974630355834961,0.6974630355834961,0.09038066864013672,38,501779
train_000235,talhao_18,adulto,709772.46913,7698297.924240001,709848.1939300001,7698373.6490400005,0.7595729827880859,0.7595729827880859,0.004851341247558594,32,554018
train_000236,talhao_18,adulto,709787.62888,7698297.924240001,709863.3536800001,7698373.6490400005,0.6843805313110352,0.6843805313110352,0.0,24,507261
train_000237,talhao_18,adulto,709802.7886300001,7698297.924240001,709878.51343,7698373.6490400005,0.5227508544921875,0.5227508544921875,0.0020627975463867188,15,390420
train_000238,talhao_18,adulto,709817.9483800001,7698297.924240001,709893.67318,7698373.6490400005,0.3710660934448242,0.3710660934448242,0.0020627975463867188,10,265160
train_000239,multiplos_mosaico,misto,709833.1081300001,7698297.924240001,709908.83293,7698373.6490400005,0.1966114044189453,0.1966114044189453,0.0020627975463867188,15,124680
train_000240,multiplos_mosaico,misto,709893.74713,7698297.924240001,709969.47193,7698373.6490400005,0.1611003875732422,0.1611003875732422,0.0,8,116994
train_000241,talhao_7_4,adulto,709908.90688,7698297.924240001,709984.63168,7698373.6490400005,0.3476371765136719,0.3476371765136719,0.0,11,272532
train_000242,talhao_7_4,adulto,709924.06663,7698297.924240001,709999.79143,7698373.6490400005,0.4364347457885742,0.4364347457885742,0.0,12,345058
train_000243,talhao_7_4,adulto,709939.22638,7698297.924240001,710014.95118,7698373.6490400005,0.4280824661254883,0.4280824661254883,0.0,12,340095
train_000244,talhao_7_4,adulto,709954.38613,7698297.924240001,710030.1109300001,7698373.6490400005,0.3782052993774414,0.3782052993774414,0.0,9,309158
train_000245,talhao_7_4,adulto,709969.54588,7698297.924240001,710045.2706800001,7698373.6490400005,0.27464962005615234,0.27464962005615234,0.006403923034667969,9,227510
train_000246,talhao_7_4,adulto,709984.70563,7698297.924240001,710060.4304300001,7698373.6490400005,0.15309906005859375,0.15309906005859375,0.034743309020996094,27,100242
train_000247,talhao_17_0,jovem,709999.86538,7698297.924240001,710075.59018,7698373.6490400005,0.2611351013183594,0.2611351013183594,0.034743309020996094,50,105279
train_000248,talhao_17_0,jovem,710015.0251300001,7698297.924240001,710090.74993,7698373.6490400005,0.455963134765625,0.455963134765625,0.034743309020996094,112,162158
train_000249,talhao_17_0,jovem,710030.1848800001,7698297.924240001,710105.90968,7698373.6490400005,0.6492452621459961,0.6492452621459961,0.034743309020996094,179,199442
train_000250,talhao_17_0,jovem,710045.3446300001,7698297.924240001,710121.06943,7698373.6490400005,0.8338403701782227,0.8338403701782227,0.028120040893554688,261,228672
train_000251,talhao_17_0,jovem,710060.50438,7698297.924240001,710136.22918,7698373.6490400005,0.9514617919921875,0.9514617919921875,0.0,331,258337
train_000252,talhao_17_2,jovem,710075.66413,7698297.924240001,710151.38893,7698373.6490400005,0.8075790405273438,0.8075790405273438,0.0,306,210641
train_000253,talhao_17_2,jovem,710090.82388,7698297.924240001,710166.54868,7698373.6490400005,0.6131048202514648,0.6131048202514648,0.0,242,154066
train_000254,talhao_17_2,jovem,710105.98363,7698297.924240001,710181.70843,7698373.6490400005,0.41981983184814453,0.41981983184814453,0.0,170,116884
train_000255,multiplos_mosaico,misto,710121.14338,7698297.924240001,710196.86818,7698373.6490400005,0.23518943786621094,0.23518943786621094,0.0,91,87565
train_000256,multiplos_mosaico,misto,709711.83013,7698282.76449,709787.55493,7698358.48929,0.2150869369506836,0.2150869369506836,0.5497512817382812,29,131187
train_000257,multiplos_mosaico,misto,709726.98988,7698282.76449,709802.71468,7698358.48929,0.35805320739746094,0.35805320739746094,0.4122047424316406,31,248751
train_000258,talhao_18,adulto,709742.14963,7698282.76449,709817.87443,7698358.48929,0.5242071151733398,0.5242071151733398,0.2761974334716797,28,387522
train_000259,talhao_18,adulto,709757.30938,7698282.76449,709833.0341800001,7698358.48929,0.6774415969848633,0.6774415969848633,0.144989013671875,19,520248
train_000260,talhao_18,adulto,709772.46913,7698282.76449,709848.1939300001,7698358.48929,0.7807397842407227,0.7807397842407227,0.023235321044921875,17,592441
train_000261,talhao_18,adulto,709787.62888,7698282.76449,709863.3536800001,7698358.48929,0.7240924835205078,0.7240924835205078,0.025984764099121094,16,545982
train_000262,talhao_18,adulto,709802.7886300001,7698282.76449,709878.51343,7698358.48929,0.5596551895141602,0.5596551895141602,0.0642862319946289,12,415396
train_000263,talhao_18,adulto,709817.9483800001,7698282.76449,709893.67318,7698358.48929,0.37453269958496094,0.37453269958496094,0.08175086975097656,10,267609
train_000264,multiplos_mosaico,misto,709833.1081300001,7698282.76449,709908.83293,7698358.48929,0.19771575927734375,0.19771575927734375,0.08175086975097656,15,125413
train_000265,talhao_7_4,adulto,709908.90688,7698282.76449,709984.63168,7698358.48929,0.25943946838378906,0.25943946838378906,0.0,10,207832
train_000266,talhao_7_4,adulto,709924.06663,7698282.76449,709999.79143,7698358.48929,0.35552501678466797,0.35552501678466797,0.0,6,290124
train_000267,talhao_7_4,adulto,709939.22638,7698282.76449,710014.95118,7698358.48929,0.35552501678466797,0.35552501678466797,0.0,6,290124
train_000268,talhao_7_4,adulto,709954.38613,7698282.76449,710030.1109300001,7698358.48929,0.34178829193115234,0.34178829193115234,0.0,6,281507
train_000269,talhao_7_4,adulto,709969.54588,7698282.76449,710045.2706800001,7698358.48929,0.2746610641479492,0.2746610641479492,0.023113250732421875,6,227935
train_000270,talhao_7_4,adulto,709984.70563,7698282.76449,710060.4304300001,7698358.48929,0.15250778198242188,0.15250778198242188,0.08862495422363281,22,105884
train_000271,talhao_7_4,adulto,709999.86538,7698282.76449,710075.59018,7698358.48929,0.24558639526367188,0.24558639526367188,0.08989143371582031,55,92848
train_000272,talhao_17_2,jovem,710015.0251300001,7698282.76449,710090.74993,7698358.48929,0.4404144287109375,0.4404144287109375,0.08989143371582031,122,147265
train_000273,talhao_17_2,jovem,710030.1848800001,7698282.76449,710105.90968,7698358.48929,0.6336965560913086,0.6336965560913086,0.08989143371582031,197,182089
train_000274,talhao_17_2,jovem,710045.3446300001,7698282.76449,710121.06943,7698358.48929,0.8266134262084961,0.8266134262084961,0.06636333465576172,277,210030
train_000275,talhao_17_2,jovem,710060.50438,7698282.76449,710136.22918,7698358.48929,0.9679374694824219,0.9679374694824219,0.001190185546875,353,244108
train_000276,talhao_17_2,jovem,710075.66413,7698282.76449,710151.38893,7698358.48929,0.871617317199707,0.871617317199707,0.0,334,219234
train_000277,talhao_17_2,jovem,710090.82388,7698282.76449,710166.54868,7698358.48929,0.6858644485473633,0.6858644485473633,0.0,266,167551
train_000278,talhao_17_2,jovem,710105.98363,7698282.76449,710181.70843,7698358.48929,0.49257946014404297,0.49257946014404297,0.0,187,132798
train_000279,multiplos_mosaico,misto,710121.14338,7698282.76449,710196.86818,7698358.48929,0.29962730407714844,0.29962730407714844,0.0,111,104746
train_000280,multiplos_mosaico,misto,709726.98988,7698267.60474,709802.71468,7698343.32954,0.29639244079589844,0.29639244079589844,0.5585336685180664,9,218272
train_000281,talhao_18,adulto,709742.14963,7698267.60474,709817.87443,7698343.32954,0.4548187255859375,0.4548187255859375,0.3838081359863281,8,344276
train_000282,talhao_18,adulto,709757.30938,7698267.60474,709833.0341800001,7698343.32954,0.5916900634765625,0.5916900634765625,0.23189544677734375,7,452581
train_000283,talhao_18,adulto,709772.46913,7698267.60474,709848.1939300001,7698343.32954,0.7028255462646484,0.7028255462646484,0.10790061950683594,11,525171
train_000284,talhao_18,adulto,709787.62888,7698267.60474,709863.3536800001,7698343.32954,0.6518411636352539,0.6518411636352539,0.1246337890625,13,483098
train_000285,talhao_18,adulto,709802.7886300001,7698267.60474,709878.51343,7698343.32954,0.476318359375,0.476318359375,0.20301342010498047,10,350515
train_000286,talhao_18,adulto,709817.9483800001,7698267.60474,709893.67318,7698343.32954,0.31798553466796875,0.31798553466796875,0.25850582122802734,11,224615
train_000287,multiplos_mosaico,misto,709833.1081300001,7698267.60474,709908.83293,7698343.32954,0.18124675750732422,0.18124675750732422,0.2489633560180664,11,116434
train_000288,talhao_7_4,adulto,709908.90688,7698267.60474,709984.63168,7698343.32954,0.2046985626220703,0.2046985626220703,0.0,9,164186
train_000289,talhao_7_4,adulto,709924.06663,7698267.60474,709999.79143,7698343.32954,0.30751800537109375,0.30751800537109375,0.0,7,253579
train_000290,talhao_7_4,adulto,709939.22638,7698267.60474,710014.95118,7698343.32954,0.30751800537109375,0.30751800537109375,0.0,7,253579
train_000291,talhao_7_4,adulto,709954.38613,7698267.60474,710030.1109300001,7698343.32954,0.30751800537109375,0.30751800537109375,0.0,7,253579
train_000292,talhao_7_4,adulto,709969.54588,7698267.60474,710045.2706800001,7698343.32954,0.28038787841796875,0.28038787841796875,0.04608345031738281,8,231808
train_000293,talhao_7_4,adulto,709999.86538,7698267.60474,710075.59018,7698343.32954,0.20782470703125,0.20782470703125,0.16782093048095703,54,74997
train_000294,talhao_17_2,jovem,710015.0251300001,7698267.60474,710090.74993,7698343.32954,0.4026527404785156,0.4026527404785156,0.16782093048095703,133,123956
train_000295,talhao_17_2,jovem,710030.1848800001,7698267.60474,710105.90968,7698343.32954,0.5991144180297852,0.5991144180297852,0.16782093048095703,217,155793
train_000296,talhao_17_2,jovem,710045.3446300001,7698267.60474,710121.06943,7698343.32954,0.7993097305297852,0.7993097305297852,0.12112712860107422,292,184767
train_000297,talhao_17_2,jovem,710060.50438,7698267.60474,710136.22918,7698343.32954,0.9551916122436523,0.9551916122436523,0.015875816345214844,366,218917
train_000298,talhao_17_2,jovem,710075.66413,7698267.60474,710151.38893,7698343.32954,0.9212141036987305,0.9212141036987305,0.0,363,215905
train_000299,talhao_17_2,jovem,710090.82388,7698267.60474,710166.54868,7698343.32954,0.7480754852294922,0.7480754852294922,0.0,288,174333
train_000300,talhao_17_2,jovem,710105.98363,7698267.60474,710181.70843,7698343.32954,0.5515756607055664,0.5515756607055664,0.0,200,142548
train_000301,multiplos_mosaico,misto,710121.14338,7698267.60474,710196.86818,7698343.32954,0.3513803482055664,0.3513803482055664,0.0,129,113480
train_000302,multiplos_mosaico,misto,710136.30313,7698267.60474,710212.02793,7698343.32954,0.1511850357055664,0.1511850357055664,0.0,50,60429
train_000303,multiplos_mosaico,misto,709726.98988,7698252.44499,709802.71468,7698328.16979,0.26454925537109375,0.26454925537109375,0.645172119140625,14,183899
train_000304,talhao_18,adulto,709742.14963,7698252.44499,709817.87443,7698328.16979,0.39652347564697266,0.39652347564697266,0.45731163024902344,20,277470
train_000305,talhao_18,adulto,709757.30938,7698252.44499,709833.0341800001,7698328.16979,0.493316650390625,0.493316650390625,0.315216064453125,19,350619
train_000306,talhao_18,adulto,709772.46913,7698252.44499,709848.1939300001,7698328.16979,0.5683078765869141,0.5683078765869141,0.20785045623779297,22,405117
train_000307,talhao_18,adulto,709787.62888,7698252.44499,709863.3536800001,7698328.16979,0.5272388458251953,0.5272388458251953,0.25449085235595703,26,372662
train_000308,talhao_18,adulto,709802.7886300001,7698252.44499,709878.51343,7698328.16979,0.3648529052734375,0.3648529052734375,0.37294864654541016,18,260477
train_000309,talhao_18,adulto,709817.9483800001,7698252.44499,709893.67318,7698328.16979,0.23310184478759766,0.23310184478759766,0.45739078521728516,9,167072
train_000310,talhao_7_4,adulto,709908.90688,7698252.44499,709984.63168,7698328.16979,0.17416858673095703,0.17416858673095703,0.0031261444091796875,11,130810
train_000311,talhao_7_4,adulto,709924.06663,7698252.44499,709999.79143,7698328.16979,0.2789926528930664,0.2789926528930664,0.0,7,222760
train_000312,talhao_7_4,adulto,709939.22638,7698252.44499,710014.95118,7698328.16979,0.2789926528930664,0.2789926528930664,0.0,7,222760
train_000313,talhao_7_4,adulto,709954.38613,7698252.44499,710030.1109300001,7698328.16979,0.2789926528930664,0.2789926528930664,0.0,7,222760
train_000314,talhao_7_4,adulto,709969.54588,7698252.44499,710045.2706800001,7698328.16979,0.27376365661621094,0.27376365661621094,0.07111454010009766,6,219901
train_000315,talhao_17_2,jovem,710015.0251300001,7698252.44499,710090.74993,7698328.16979,0.34431934356689453,0.34431934356689453,0.2676105499267578,137,93685
train_000316,talhao_17_2,jovem,710030.1848800001,7698252.44499,710105.90968,7698328.16979,0.5445146560668945,0.5445146560668945,0.2676105499267578,227,128661
train_000317,talhao_17_2,jovem,710045.3446300001,7698252.44499,710121.06943,7698328.16979,0.7447099685668945,0.7447099685668945,0.19569015502929688,298,162260
train_000318,talhao_17_2,jovem,710060.50438,7698252.44499,710136.22918,7698328.16979,0.9225101470947266,0.9225101470947266,0.050360679626464844,370,199223
train_000319,talhao_17_2,jovem,710075.66413,7698252.44499,710151.38893,7698328.16979,0.9608249664306641,0.9608249664306641,0.0006561279296875,387,218819
train_000320,talhao_17_2,jovem,710090.82388,7698252.44499,710166.54868,7698328.16979,0.8019514083862305,0.8019514083862305,0.0,304,185978
train_000321,talhao_17_2,jovem,710105.98363,7698252.44499,710181.70843,7698328.16979,0.6017560958862305,0.6017560958862305,0.0,211,151052
train_000322,multiplos_mosaico,misto,710121.14338,7698252.44499,710196.86818,7698328.16979,0.40156078338623047,0.40156078338623047,0.0,144,117362
train_000323,multiplos_mosaico,misto,710136.30313,7698252.44499,710212.02793,7698328.16979,0.20136547088623047,0.20136547088623047,0.0,66,72706
train_000324,multiplos_mosaico,misto,709726.98988,7698237.28524,709802.71468,7698313.01004,0.26681041717529297,0.26681041717529297,0.6105251312255859,29,148875
train_000325,talhao_18,adulto,709742.14963,7698237.28524,709817.87443,7698313.01004,0.39877796173095703,0.39877796173095703,0.4226646423339844,48,224322
train_000326,talhao_18,adulto,709757.30938,7698237.28524,709833.0341800001,7698313.01004,0.4778890609741211,0.4778890609741211,0.2940559387207031,56,269287
train_000327,talhao_18,adulto,709772.46913,7698237.28524,709848.1939300001,7698313.01004,0.507110595703125,0.507110595703125,0.2559928894042969,57,290100
train_000328,talhao_18,adulto,709787.62888,7698237.28524,709863.3536800001,7698313.01004,0.4334068298339844,0.4334068298339844,0.34281349182128906,57,249563
train_000329,talhao_18,adulto,709802.7886300001,7698237.28524,709878.51343,7698313.01004,0.268585205078125,0.268585205078125,0.5013494491577148,43,156348
train_000330,talhao_7_4,adulto,709908.90688,7698237.28524,709984.63168,7698313.01004,0.1730670928955078,0.1730670928955078,0.03483867645263672,14,119195
train_000331,talhao_7_4,adulto,709924.06663,7698237.28524,709999.79143,7698313.01004,0.28786468505859375,0.28786468505859375,0.0016012191772460938,9,219525
train_000332,talhao_7_4,adulto,709939.22638,7698237.28524,710014.95118,7698313.01004,0.28786468505859375,0.28786468505859375,0.0,9,219525
train_000333,talhao_7_4,adulto,709954.38613,7698237.28524,710030.1109300001,7698313.01004,0.28786468505859375,0.28786468505859375,0.0,9,219525
train_000334,talhao_7_4,adulto,709969.54588,7698237.28524,710045.2706800001,7698313.01004,0.2789783477783203,0.2789783477783203,0.09041023254394531,9,215270
train_000335,talhao_17_2,jovem,710015.0251300001,7698237.28524,710090.74993,7698313.01004,0.2625236511230469,0.2625236511230469,0.3818941116333008,112,67690
train_000336,talhao_17_2,jovem,710030.1848800001,7698237.28524,710105.90968,7698313.01004,0.4625062942504883,0.4625062942504883,0.3818941116333008,216,101002
train_000337,talhao_17_2,jovem,710045.3446300001,7698237.28524,710121.06943,7698313.01004,0.6627016067504883,0.6627016067504883,0.29050731658935547,289,134869
train_000338,talhao_17_2,jovem,710060.50438,7698237.28524,710136.22918,7698313.01004,0.8559055328369141,0.8559055328369141,0.10852813720703125,368,168389
train_000339,talhao_17_2,jovem,710075.66413,7698237.28524,710151.38893,7698313.01004,0.9605770111083984,0.9605770111083984,0.01874542236328125,406,201385
train_000340,talhao_17_2,jovem,710090.82388,7698237.28524,710166.54868,7698313.01004,0.8461408615112305,0.8461408615112305,0.0,337,182305
train_000341,talhao_17_2,jovem,710105.98363,7698237.28524,710181.70843,7698313.01004,0.6461372375488281,0.6461372375488281,0.0,232,148986
train_000342,multiplos_mosaico,misto,710121.14338,7698237.28524,710196.86818,7698313.01004,0.4459419250488281,0.4459419250488281,0.0,165,115025
train_000343,multiplos_mosaico,misto,710136.30313,7698237.28524,710212.02793,7698313.01004,0.24574661254882812,0.24574661254882812,0.0,84,78543
train_000344,talhao_24,jovem,709711.83013,7698222.1254900005,709787.55493,7698297.85029,0.15381431579589844,0.15381431579589844,0.6770696640014648,30,66530
train_000345,talhao_24,jovem,709726.98988,7698222.1254900005,709802.71468,7698297.85029,0.3191709518432617,0.3191709518432617,0.5196619033813477,57,135395
train_000346,talhao_24,jovem,709742.14963,7698222.1254900005,709817.87443,7698297.85029,0.4511384963989258,0.4511384963989258,0.3498649597167969,91,183255
train_000347,talhao_24,jovem,709757.30938,7698222.1254900005,709833.0341800001,7698297.85029,0.5236406326293945,0.5236406326293945,0.24918651580810547,113,201465
train_000348,talhao_24,jovem,709772.46913,7698222.1254900005,709848.1939300001,7698297.85029,0.5029478073120117,0.5029478073120117,0.2619295120239258,116,190497
train_000349,talhao_24,jovem,709787.62888,7698222.1254900005,709863.3536800001,7698297.85029,0.39821434020996094,0.39821434020996094,0.39296627044677734,104,144495
train_000350,talhao_24,jovem,709802.7886300001,7698222.1254900005,709878.51343,7698297.85029,0.23288440704345703,0.23288440704345703,0.5893316268920898,77,75664
train_000351,talhao_7_4,adulto,709908.90688,7698222.1254900005,709984.63168,7698297.85029,0.20151138305664062,0.20151138305664062,0.0898599624633789,16,136380
train_000352,talhao_7_3,adulto,709924.06663,7698222.1254900005,709999.79143,7698297.85029,0.3310871124267578,0.3310871124267578,0.0229339599609375,14,245588
train_000353,talhao_7_3,adulto,709939.22638,7698222.1254900005,710014.95118,7698297.85029,0.33533477783203125,0.33533477783203125,0.0,13,249563
train_000354,talhao_7_3,adulto,709954.38613,7698222.1254900005,710030.1109300001,7698297.85029,0.33533477783203125,0.33533477783203125,0.0,13,249563
train_000355,talhao_7_3,adulto,709969.54588,7698222.1254900005,710045.2706800001,7698297.85029,0.30129432678222656,0.30129432678222656,0.08898639678955078,8,229681
train_000356,talhao_17_2,jovem,710015.0251300001,7698222.1254900005,710090.74993,7698297.85029,0.1755971908569336,0.1755971908569336,0.47275829315185547,81,42259
train_000357,talhao_17_2,jovem,710030.1848800001,7698222.1254900005,710105.90968,7698297.85029,0.35547637939453125,0.35547637939453125,0.48297977447509766,179,75487
train_000358,talhao_17_2,jovem,710045.3446300001,7698222.1254900005,710121.06943,7698297.85029,0.5556297302246094,0.5556297302246094,0.39308738708496094,249,112041
train_000359,talhao_17_2,jovem,710060.50438,7698222.1254900005,710136.22918,7698297.85029,0.7557992935180664,0.7557992935180664,0.1977558135986328,326,146462
train_000360,talhao_17_2,jovem,710075.66413,7698222.1254900005,710151.38893,7698297.85029,0.9064340591430664,0.9064340591430664,0.06789493560791016,378,187066
train_000361,talhao_17_2,jovem,710090.82388,7698222.1254900005,710166.54868,7698297.85029,0.8477468490600586,0.8477468490600586,0.010073661804199219,331,183840
train_000362,talhao_17_2,jovem,710105.98363,7698222.1254900005,710181.70843,7698297.85029,0.6676597595214844,0.6676597595214844,0.0,235,150556
train_000363,multiplos_mosaico,misto,710121.14338,7698222.1254900005,710196.86818,7698297.85029,0.4674978256225586,0.4674978256225586,0.0,170,113972
train_000364,multiplos_mosaico,misto,710136.30313,7698222.1254900005,710212.02793,7698297.85029,0.2673025131225586,0.2673025131225586,0.0,92,79558
train_000365,talhao_24,jovem,709711.83013,7698206.96574,709787.55493,7698282.69054,0.22673511505126953,0.22673511505126953,0.5339260101318359,46,77014
train_000366,talhao_24,jovem,709726.98988,7698206.96574,709802.71468,7698282.69054,0.3920917510986328,0.3920917510986328,0.39093780517578125,95,121681
train_000367,talhao_24,jovem,709742.14963,7698206.96574,709817.87443,7698282.69054,0.5275068283081055,0.5275068283081055,0.25512027740478516,145,151124
train_000368,talhao_24,jovem,709757.30938,7698206.96574,709833.0341800001,7698282.69054,0.6070098876953125,0.6070098876953125,0.1945199966430664,177,165597
train_000369,talhao_24,jovem,709772.46913,7698206.96574,709848.1939300001,7698282.69054,0.5873441696166992,0.5873441696166992,0.243377685546875,186,153596
train_000370,talhao_24,jovem,709787.62888,7698206.96574,709863.3536800001,7698282.69054,0.4777364730834961,0.4777364730834961,0.38441944122314453,168,116550
train_000371,talhao_24,jovem,709802.7886300001,7698206.96574,709878.51343,7698282.69054,0.3124065399169922,0.3124065399169922,0.5594520568847656,115,71943
train_000372,talhao_24,jovem,709817.9483800001,7698206.96574,709893.67318,7698282.69054,0.1789398193359375,0.1789398193359375,0.6968555450439453,66,43164
train_000373,talhao_7_4,adulto,709908.90688,7698206.96574,709984.63168,7698282.69054,0.24825286865234375,0.24825286865234375,0.11312103271484375,14,165835
train_000374,talhao_7_3,adulto,709924.06663,7698206.96574,709999.79143,7698282.69054,0.3946189880371094,0.3946189880371094,0.02657794952392578,15,282352
train_000375,talhao_7_3,adulto,709939.22638,7698206.96574,710014.95118,7698282.69054,0.4160442352294922,0.4160442352294922,0.0,14,302986
train_000376,talhao_7_3,adulto,709954.38613,7698206.96574,710030.1109300001,7698282.69054,0.4149341583251953,0.4149341583251953,0.0,14,302472
train_000377,talhao_7_3,adulto,709969.54588,7698206.96574,710045.2706800001,7698282.69054,0.34285545349121094,0.34285545349121094,0.07223987579345703,7,258023
train_000378,talhao_7_3,adulto,709984.70563,7698206.96574,710060.4304300001,7698282.69054,0.16692638397216797,0.16692638397216797,0.24616527557373047,7,136519
train_000379,talhao_17_2,jovem,710030.1848800001,7698206.96574,710105.90968,7698282.69054,0.24297428131103516,0.24297428131103516,0.5619716644287109,133,49045
